"objectid","2name","name","gis_acres","park_type","address","owner","source_id","source","source_dt","src_notes"
"856","MARIAN BEAR OS PARK","Marian Bear Open Space Park","1.46175452","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"857","SOUTH BAY TERRACES OS","South Bay Terraces Open Space","4.11759013","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"858","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","34.69769494","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"859","MIRA MESA OS","Mira Mesa Open Space","13.61379613","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"860","OTAY MESA OS","Otay Mesa Open Space","16.79354862","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"861","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","1.55667643","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"862","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","0.95518284","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"863","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","2.46480661","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"864","MAPLE CANYON OS","Maple Canyon Open Space","1.28619013","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"865","MISSION TRAILS OS","Mission Trails Open Space","13.25028735","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"866","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","0.79523468","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"867","ENCANTO EXPRESSWAY OS","Encanto Expressway Open Space","0.10065886","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"868","MISSION TRAILS OS","Mission Trails Open Space","5.94890570","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"869","34TH ST CANYON OS","34th St Canyon Open Space","0.19252229","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"870","34TH ST CANYON OS","34th St Canyon Open Space","0.06742466","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"871","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","3.94304535","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"872","34TH ST CANYON OS","34th St Canyon Open Space","0.08026906","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"873","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","2.81882513","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"874","34TH ST CANYON OS","34th St Canyon Open Space","0.04916160","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"875","FAIRBANKS COUNTRY CLUB OS","Fairbanks Country Club Open Space","19.67776088","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"876","CANYON HILLS OS","Canyon Hills Open Space","0.16547494","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"877","CARMEL VALLEY OS","Carmel Valley Open Space","0.39873846","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"878","UPTOWN OS","Uptown Open Space","1.46575898","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"879","UPTOWN OS","Uptown Open Space","2.36814045","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"880","TIERRASANTA OS","Tierrasanta Open Space","0.51667303","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"881","32ND ST CANYON OS","32nd St Canyon Open Space","0.41678040","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"882","SOLEDAD NATURAL OS PARK","Soledad Natural Open Space Park","119.90977391","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"883","CARMEL VALLEY OS","Carmel Valley Open Space","1.41691299","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"884","TIERRASANTA OS","Tierrasanta Open Space","0.05178153","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"885","OTAY MESA OS","Otay Mesa Open Space","8.53957950","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"886","CANYON HILLS OS","Canyon Hills Open Space","0.15266576","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"887","34TH ST CANYON OS","34th St Canyon Open Space","0.14484587","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"888","CERVANTES CANYON OS","Cervantes Canyon Open Space","1.41946622","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"889","CREST CANYON OS PARK","Crest Canyon Open Space Park","13.06146614","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"890","CARMEL VALLEY OS","Carmel Valley Open Space","0.05519087","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"891","CHOLLAS RADIO SYSTEM OS","Chollas Radio System Open Space","0.11612951","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"892","CANYON HILLS OS","Canyon Hills Open Space","0.09198334","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"893","CANYON HILLS OS","Canyon Hills Open Space","0.10950590","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"894","CHOLLAS RADIO SYSTEM OS","Chollas Radio System Open Space","13.36208466","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"895","CANYON HILLS OS","Canyon Hills Open Space","0.12425567","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"896","PARADISE CANYON PARK","Paradise Canyon Park","3.84626706","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"897","MIRA MESA OS","Mira Mesa Open Space","7.86039247","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"898","RANCHO MISSION CANYON OS","Rancho Mission Canyon Open Space","0.59058512","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"899","TIERRASANTA OS","Tierrasanta Open Space","15.82331711","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"900","OTAY MESA OS","Otay Mesa Open Space","3.61833784","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"901","MARIAN BEAR OS PARK","Marian Bear Open Space Park","4.73684307","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"902","34TH ST CANYON OS","34th St Canyon Open Space","0.06567111","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"903","TIERRASANTA OS","Tierrasanta Open Space","0.32275888","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"904","32ND ST CANYON OS","32nd St Canyon Open Space","0.19594401","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"905","CARMEL MOUNTAIN OS","Carmel Mountain Open Space","0.92089048","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"906","CARMEL VALLEY OS","Carmel Valley Open Space","42.14933764","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"907","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","1.46174209","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"908","FAMOSA SLOUGH","Famosa Slough","6.16169368","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"909","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","12.94878506","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"910","CARMEL VALLEY OS","Carmel Valley Open Space","7.91794867","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"911","RANCHO PENASQUITOS OS","Rancho Penasquitos Open Space","9.79825312","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"912","MAPLE CANYON OS","Maple Canyon Open Space","0.46104254","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"913","RANCHO MISSION CANYON OS","Rancho Mission Canyon Open Space","0.23568507","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"914","MAPLE CANYON OS","Maple Canyon Open Space","0.34023012","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"915","CANYON HILLS OS","Canyon Hills Open Space","0.24013370","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"916","CAMPUS POINT OS","Campus Point Open Space","17.29379433","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"917","MAPLE CANYON OS","Maple Canyon Open Space","0.11161046","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"918","SAN PASQUAL TRAILS OS","San Pasqual Trails Open Space","17.12601665","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"919","CARMEL VALLEY OS","Carmel Valley Open Space","0.03166829","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"920","MISSION TRAILS OS","Mission Trails Open Space","5.32559114","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"921","CARMEL VALLEY OS","Carmel Valley Open Space","0.48580821","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"922","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","20.10884835","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"923","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","6.24237040","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"924","LA ZANJA CANYON OS","La Zanja Canyon Open Space","0.05874343","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"925","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","61.08996538","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"926","32ND ST CANYON OS","32nd St Canyon Open Space","0.12490280","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"927","MISSION VALLEY PRESERVE","Mission Valley Preserve","2.20523283","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"928","CARMEL MOUNTAIN OS","Carmel Mountain Open Space","5.94146398","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"929","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","0.74916565","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"930","KENSINGTON HILLSIDES OS","Kensington Hillsides Open Space","4.36143953","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"931","MISSION VALLEY PRESERVE","Mission Valley Preserve","0.15848248","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"932","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","0.28700460","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"933","SABRE SPRINGS OS","Sabre Springs Open Space","10.08263132","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"934","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","6.22281258","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"935","TIERRASANTA OS","Tierrasanta Open Space","13.91659011","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"936","34TH ST CANYON OS","34th St Canyon Open Space","0.06289130","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"937","CANYON HILLS OS","Canyon Hills Open Space","0.13037315","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"938","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","4.35918055","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"939","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","1.32525241","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"940","OLD TROLLEY BARN PARK","Old Trolley Barn Park","3.99236678","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"941","MCGONIGLE CANYON OS","Mcgonigle Canyon Open Space","54.34654979","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"942","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","21.01390867","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"943","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","28.47643175","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"944","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","6.04678215","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"945","CANYON HILLS OS","Canyon Hills Open Space","0.13007379","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"946","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","0.28364854","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"947","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","1.47701183","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"948","CANYON HILLS OS","Canyon Hills Open Space","0.09439221","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"949","OTAY MESA OS","Otay Mesa Open Space","5.95064906","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"950","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","4.78203304","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"951","34TH ST CANYON OS","34th St Canyon Open Space","2.07638031","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"952","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","3.85454689","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"953","TIERRASANTA OS","Tierrasanta Open Space","1.11494947","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"954","SABRE SPRINGS OS","Sabre Springs Open Space","6.01485736","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"955","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","14.66796402","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"956","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","5.75881152","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"957","SWITZER OS","Switzer Open Space","0.27393521","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"958","CHOLLAS RADIO SYSTEM OS","Chollas Radio System Open Space","5.24944032","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"959","MISSION TRAILS OS","Mission Trails Open Space","31.51550925","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
