"objectid","2name","name","gis_acres","park_type","address","owner","source_id","source","source_dt","src_notes"
"1614","MIRA MESA OS","Mira Mesa Open Space","13.04053427","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1615","TIERRASANTA OS","Tierrasanta Open Space","4.46313889","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1616","RANCHO MISSION CANYON OS","Rancho Mission Canyon Open Space","15.55493755","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1617","34TH ST CANYON OS","34th St Canyon Open Space","0.47718371","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1618","UPTOWN OS","Uptown Open Space","1.42787878","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1619","DEL MAR MESA MITIGATION","Del Mar Mesa Mitigation","8.89857577","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1620","MISSION VALLEY PRESERVE","Mission Valley Preserve","3.88462863","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1621","MIRA MESA OS","Mira Mesa Open Space","2.20900290","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1622","SWITZER OS","Switzer Open Space","0.14356823","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1623","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","1.42185806","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1624","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","19.56188876","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1625","SWITZER OS","Switzer Open Space","0.67163250","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1626","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","0.70784094","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1627","SABRE SPRINGS OS","Sabre Springs Open Space","19.77826729","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1628","CARMEL VALLEY OS","Carmel Valley Open Space","1.80531846","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1629","CARMEL VALLEY OS","Carmel Valley Open Space","4.49599187","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1630","34TH ST CANYON OS","34th St Canyon Open Space","0.20602040","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1631","ENCANTO PARK","Encanto Park","0.83089976","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1632","SOLEDAD NATURAL OS PARK","Soledad Natural Open Space Park","42.72463838","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1633","CARMEL VALLEY OS","Carmel Valley Open Space","0.25513807","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1634","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","16.93432148","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1635","FAIRBANKS COUNTRY CLUB OS","Fairbanks Country Club Open Space","0.05106464","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1636","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","157.49733852","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1637","ALBATROSS CANYON OS","Albatross Canyon Open Space","0.13233565","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1638","TIERRASANTA OS","Tierrasanta Open Space","4.12249727","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1639","SORRENTO HILLS OS","Sorrento Hills Open Space","15.57715244","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1640","MIRA MESA OS","Mira Mesa Open Space","2.29109617","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1641","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","0.08574463","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1642","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","20.07247991","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1643","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","11.12434141","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1644","CARMEL VALLEY OS","Carmel Valley Open Space","0.26815045","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1645","34TH ST CANYON OS","34th St Canyon Open Space","0.06144511","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1646","CHOLLAS RADIO SYSTEM OS","Chollas Radio System Open Space","3.85120823","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1647","CHOLLAS RADIO SYSTEM OS","Chollas Radio System Open Space","0.46195856","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1648","32ND ST CANYON OS","32nd St Canyon Open Space","0.06185626","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1649","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","5.16623912","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1650","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","47.68501105","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1651","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","7.20812650","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1652","CARMEL MOUNTAIN OS","Carmel Mountain Open Space","0.96735040","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1653","SHAW VALLEY OS","Shaw Valley Open Space","7.34547405","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1654","CARMEL VALLEY OS","Carmel Valley Open Space","3.66333361","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1655","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","8.10168521","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1656","MISSION VALLEY PRESERVE","Mission Valley Preserve","1.84530827","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1657","MISSION TRAILS OS","Mission Trails Open Space","73.40141022","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1658","OTAY MITIGATION SITE","Otay Mitigation Site","39.50231901","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1659","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","1.13777839","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1660","MID-CITY OS","Mid-City Open Space","2.41649213","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1661","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","5.77422143","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1662","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","0.00910807","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1663","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","15.73056028","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1664","CARMEL VALLEY OS","Carmel Valley Open Space","7.03705303","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1665","CARMEL VALLEY OS","Carmel Valley Open Space","0.12962746","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1666","TIERRASANTA OS","Tierrasanta Open Space","2.12812355","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1667","SABRE SPRINGS OS","Sabre Springs Open Space","4.60521394","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1668","MISSION TRAILS OS","Mission Trails Open Space","0.41423629","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1669","CANYON HILLS OS","Canyon Hills Open Space","3.02679168","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1670","MISSION TRAILS OS","Mission Trails Open Space","21.00875703","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1671","MISSION TRAILS OS","Mission Trails Open Space","14.03067595","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1672","CARMEL VALLEY OS","Carmel Valley Open Space","6.01643085","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1673","CREST CANYON OS PARK","Crest Canyon Open Space Park","11.09710477","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1674","GOLDEN HILLS OS","Golden Hills Open Space","0.11098782","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1675","34TH ST CANYON OS","34th St Canyon Open Space","0.13240530","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1676","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","44.50943173","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1677","CHOLLAS RADIO SYSTEM OS","Chollas Radio System Open Space","1.65573023","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1678","SWITZER OS","Switzer Open Space","0.08273142","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1679","TIERRASANTA OS","Tierrasanta Open Space","1.15633035","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1680","SAN PASQUAL TRAILS OS","San Pasqual Trails Open Space","74.49912809","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1681","SABRE SPRINGS OS","Sabre Springs Open Space","19.51563291","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1682","TIERRASANTA OS","Tierrasanta Open Space","0.19571307","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1683","CHOLLAS PARKWAY OS","Chollas Parkway Open Space","5.58781643","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1684","PENASQUITOS LAGOON OS","Penasquitos Lagoon Open Space","8.66255535","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1685","MISSION TRAILS OS","Mission Trails Open Space","25.07155953","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1686","LA JOLLA BLUEBIRD CANYON OS","La Jolla Bluebird Canyon Open Space","3.66570697","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1687","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","308.52663888","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1688","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","4.95905595","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1689","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","52.11567121","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1690","MCGONIGLE CANYON OS","Mcgonigle Canyon Open Space","11.50145123","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1691","SAN PASQUAL TRAILS OS","San Pasqual Trails Open Space","287.74663657","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1692","TIERRASANTA OS","Tierrasanta Open Space","7.79360871","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1693","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","16.99637626","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1694","CHOLLAS RADIO SYSTEM OS","Chollas Radio System Open Space","0.13284583","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1695","UPTOWN OS","Uptown Open Space","0.12374960","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1696","OTAY MESA OS","Otay Mesa Open Space","2.95900487","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1697","SOLEDAD NATURAL OS PARK","Soledad Natural Open Space Park","10.23677039","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1698","32ND ST CANYON OS","32nd St Canyon Open Space","0.49378213","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1699","34TH ST CANYON OS","34th St Canyon Open Space","0.04964438","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1700","SAN PASQUAL TRAILS OS","San Pasqual Trails Open Space","77.44249756","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1701","TIERRASANTA OS","Tierrasanta Open Space","123.13703651","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1702","34TH ST CANYON OS","34th St Canyon Open Space","0.07992479","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1703","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","16.30602567","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1704","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","11.84652350","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1705","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","3.75808170","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1706","UPTOWN OS","Uptown Open Space","0.70180802","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1707","MISSION TRAILS OS","Mission Trails Open Space","0.37017911","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1708","GUYMON ARMS CANYON OS","Guymon Arms Canyon Open Space","4.09935490","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1709","TIERRASANTA OS","Tierrasanta Open Space","20.43458433","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1710","MISSION TRAILS OS","Mission Trails Open Space","7.02434442","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1711","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","11.55562870","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1712","BLACK MOUNTAIN RANCH OS","Black Mountain Ranch Open Space","6.32769402","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1713","OTAY MESA OS","Otay Mesa Open Space","0.90835855","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1714","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","0.22804772","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1715","SABRE SPRINGS OS","Sabre Springs Open Space","38.50205113","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1716","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","20.56945707","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1717","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","4.12469267","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1718","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","2.66029024","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1719","RANCHO PENASQUITOS OS","Rancho Penasquitos Open Space","8.35199493","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1720","SABRE SPRINGS OS","Sabre Springs Open Space","10.89388869","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1721","32ND ST CANYON OS","32nd St Canyon Open Space","0.23470751","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1722","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","36.70903770","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1723","MISSION TRAILS OS","Mission Trails Open Space","14.63489532","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1724","TIERRASANTA OS","Tierrasanta Open Space","0.04961151","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1725","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","10.61209703","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1726","MISSION TRAILS OS","Mission Trails Open Space","16.45351737","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1727","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","2.79267091","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1728","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","0.25111866","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1729","LOPEZ CANYON OS","Lopez Canyon Open Space","0.33666831","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1730","CANYON HILLS OS","Canyon Hills Open Space","0.11902909","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1731","32ND ST CANYON OS","32nd St Canyon Open Space","0.06802896","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1732","MID-CITY OS","Mid-City Open Space","0.27162233","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1733","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","96.67126140","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1734","CREST CANYON OS PARK","Crest Canyon Open Space Park","26.67332543","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1735","TIERRASANTA OS","Tierrasanta Open Space","1.98390430","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1736","MISSION TRAILS OS","Mission Trails Open Space","22.80119216","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1737","CANYON HILLS OS","Canyon Hills Open Space","0.07099064","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1738","34TH ST CANYON OS","34th St Canyon Open Space","0.05536835","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1739","CARMEL VALLEY CVREP","Carmel Valley Cvrep","1.64309419","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1740","RADIO CANYON EXTENSION OS","Radio Canyon Extension Open Space","1.56977947","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1741","UPTOWN OS","Uptown Open Space","0.33564085","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1742","34TH ST CANYON OS","34th St Canyon Open Space","0.24299663","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1743","34TH ST CANYON OS","34th St Canyon Open Space","0.76841732","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1744","34TH ST CANYON OS","34th St Canyon Open Space","0.07373565","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1745","BLACK MOUNTAIN OS PARK","Black Mountain Open Space Park","7.32965761","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1746","CARMEL MOUNTAIN RANCH OS","Carmel Mountain Ranch Open Space","24.60839021","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1747","CANYON HILLS OS","Canyon Hills Open Space","0.14168857","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1748","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","8.99873253","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1749","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","14.77954456","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1750","SABRE SPRINGS OS","Sabre Springs Open Space","86.24378914","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1751","SHAW VALLEY OS","Shaw Valley Open Space","0.09930397","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1752","CANYON HILLS OS","Canyon Hills Open Space","0.10494528","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1753","SABRE SPRINGS OS","Sabre Springs Open Space","6.03808331","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1754","CREST CANYON OS PARK","Crest Canyon Open Space Park","8.10018943","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1755","CREST CANYON OS PARK","Crest Canyon Open Space Park","5.07850150","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1756","MISSION VALLEY HILLSIDES OS","Mission Valley Hillsides Open Space","0.83195791","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1757","UPTOWN OS","Uptown Open Space","0.12369798","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1758","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","2.00444093","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1759","OTAY VALLEY REGIONAL PARK","Otay Valley Regional Park","8.72957888","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1760","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","13.56342515","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1761","MARIAN BEAR OS PARK","Marian Bear Open Space Park","58.60387969","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1762","MID-CITY OS","Mid-City Open Space","0.48789058","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1763","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","27.47468711","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1764","LOS PENASQUITOS CANYON OS","Los Penasquitos Canyon Open Space","6.52021618","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1765","32ND ST CANYON OS","32nd St Canyon Open Space","0.11620333","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1766","LA ZANJA CANYON OS","La Zanja Canyon Open Space","154.54909753","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1767","CARMEL MOUNTAIN OS","Carmel Mountain Open Space","0.95049388","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1768","CARMEL VALLEY OS","Carmel Valley Open Space","4.18548721","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1769","CARMEL VALLEY OS","Carmel Valley Open Space","2.75000435","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1770","SAN PASQUAL TRAILS OS","San Pasqual Trails Open Space","75.71389613","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1771","SHAW VALLEY OS","Shaw Valley Open Space","16.38502366","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1772","MISSION TRAILS OS","Mission Trails Open Space","0.59710539","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1773","CANYON HILLS OS","Canyon Hills Open Space","0.12479965","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1774","TIERRASANTA OS","Tierrasanta Open Space","2.68370863","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1775","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","0.25867936","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1776","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","3.63938150","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1777","TIERRASANTA OS","Tierrasanta Open Space","32.12432359","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1778","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","13.60169068","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1779","MCGONIGLE CANYON OS","Mcgonigle Canyon Open Space","9.03962591","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1780","RANCHO PENASQUITOS OS","Rancho Penasquitos Open Space","9.20636402","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1781","CARMEL VALLEY OS","Carmel Valley Open Space","0.57085728","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1782","MISSION TRAILS OS","Mission Trails Open Space","0.59206006","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1783","SABRE SPRINGS OS","Sabre Springs Open Space","6.02554885","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1784","SABRE SPRINGS OS","Sabre Springs Open Space","0.72285357","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1785","CARMEL MOUNTAIN OS","Carmel Mountain Open Space","0.91124743","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1786","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","4.90252933","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1787","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","0.11584464","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1788","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","1.84648870","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1789","TECOLOTE CANYON NATURAL OS PARK","Tecolote Canyon Natural Open Space Park","29.09348000","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1790","DEL MAR MESA OS","Del Mar Mesa Open Space","65.88442302","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1791","DEL MAR MESA OS","Del Mar Mesa Open Space","26.27947202","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1792","CARMEL VALLEY OS","Carmel Valley Open Space","1.13734969","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1793","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","2.22764452","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1794","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","3.26931857","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1795","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","6.50281548","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1796","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","5.78742874","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1797","SCRIPPS MIRAMAR OS","Scripps Miramar Open Space","36.75651995","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1798","MISSION VALLEY PRESERVE","Mission Valley Preserve","3.76635418","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1799","MISSION VALLEY PRESERVE","Mission Valley Preserve","2.48268392","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1800","MISSION TRAILS OS","Mission Trails Open Space","27.23223354","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1801","MISSION TRAILS OS","Mission Trails Open Space","0.15972274","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1802","MISSION TRAILS OS","Mission Trails Open Space","43.50485693","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1803","TIERRASANTA OS","Tierrasanta Open Space","5.72783901","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1804","MISSION TRAILS OS","Mission Trails Open Space","12.39612721","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1805","CARMEL VALLEY OS","Carmel Valley Open Space","0.02909280","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1806","KENSINGTON/COLLEGE OS","Kensington/College Open Space","0.21506827","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1807","SANDROCK CANYON OS PARK","Sandrock Canyon Open Space Park","1.41263833","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1808","FAMOSA SLOUGH","Famosa Slough","10.97053173","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1809","CHOLLAS RADIO SYSTEM OS","Chollas Radio System Open Space","5.88236262","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1810","MISSION TRAILS OS","Mission Trails Open Space","27.82863660","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1811","CANYON HILLS OS","Canyon Hills Open Space","0.14494708","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1812","EUGENE PLACE OS","Eugene Place Open Space","0.29979234","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
"1813","MARIAN BEAR OS PARK","Marian Bear Open Space Park","9.37764532","Open Space"," ","City of San Diego","","City of San Diego","0516","Open Space"
